dtmnfr;nuts1_dsg;nuts1_cod;nuts2_dsg;nuts2_cod;nuts3_dsg;nuts3_cod;distrito_ilha_dsg;município_dsg;freguesia_dsg;area_ha;area_km2
"091315";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;Reboleiro;449.35;4.49
"091316";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;Rio de Mel;2335.9;23.36
"091321";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;Tamanhos;832.06;8.32
"091325";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;Valdujo;1531.07;15.31
"091330";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;União das freguesias de Freches e Torres;2385.4;23.85
"091331";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;"União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho";2939.48;29.39
"091332";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;5803.77;58.04
"091333";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;União das freguesias de Vale do Seixo e Vila Garcia;2034.99;20.35
"091334";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;União das freguesias de Vila Franca das Naves e Feital;1603.71;16.04
"091335";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Guarda;Trancoso;União das freguesias de Vilares e Carnicães;2013.98;20.14
"091401";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Almendra;5440.65;54.41
"091402";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Castelo Melhor;3677.23;36.77
"091403";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Cedovim;3210.42;32.1
"091404";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Chãs;1760.19;17.6
"091405";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Custóias;1087.03;10.87
"091407";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Horta;1006.66;10.07
"091410";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Muxagata;2653.42;26.53
"091411";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Numão;2304.98;23.05
"091412";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Santa Comba;3054.18;30.54
"091414";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Sebadelhe;807.86;8.08
"091415";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Seixas;1221.12;12.21
"091416";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Touça;939.41;9.39
"091418";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Freixo de Numão;3634.94;36.35
"091419";Continente;"1";Norte;"11";Douro;11D;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;9017.08;90.17
"100102";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Alfeizerão;2798.68;27.99
"100104";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Bárrio;1501.28;15.01
"100105";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Benedita;2917.55;29.18
"100106";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Cela;2582.71;25.83
"100108";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Évora de Alcobaça;4242.38;42.42
"100109";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Maiorga;1003.81;10.04
"100112";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;São Martinho do Porto;1463.73;14.64
"100114";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Turquel;4056.73;40.57
"100116";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Vimeiro;2016.57;20.17
"100120";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;Aljubarrota;4794.2;47.94
"100121";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;União das freguesias de Alcobaça e Vestiaria;980.61;9.81
"100122";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;"União das freguesias de Coz, Alpedriz e Montes";3747.44;37.47
"100123";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Alcobaça;União das freguesias de Pataias e Martingança;8708.39;87.08
"100201";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Alvaiázere;Almoster;2584.04;25.84
"100204";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Alvaiázere;Maçãs de Dona Maria;2454.26;24.54
"100205";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Alvaiázere;Pelmá;3039.49;30.39
"100208";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Alvaiázere;Alvaiázere;3851.69;38.52
"100209";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Alvaiázere;Pussos São Pedro;4118.28;41.18
"100301";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Ansião;Alvorge;3904.52;39.05
"100303";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Ansião;Avelar;849.58;8.5
"100304";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Ansião;Chão de Couce;2379.49;23.79
"100306";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Ansião;Pousaflores;2527.46;25.27
"100307";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Ansião;Santiago da Guarda;4123.38;41.23
"100309";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Ansião;Ansião;3825;38.25
"100401";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Batalha;Batalha;2841.64;28.42
"100402";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Batalha;Reguengo do Fetal;2816.55;28.17
"100403";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Batalha;São Mamede;4177.16;41.77
"100404";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Batalha;Golpilheira;506.25;5.06
"100502";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Bombarral;Carvalhal;3234.24;32.34
"100503";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Bombarral;Roliça;2263.39;22.63
"100505";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Bombarral;Pó;676.92;6.77
"100506";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Bombarral;União das freguesias do Bombarral e Vale Covo;2954;29.54
"100601";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;A dos Francos;1944.44;19.44
"100602";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Alvorninha;3760.14;37.6
"100604";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Carvalhal Benfeito;1394.9;13.95
"100606";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Foz do Arelho;962.39;9.62
"100607";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Landal;1020.5;10.21
"100608";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Nadadouro;1060.08;10.6
"100609";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Salir de Matos;2459.32;24.59
"100611";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Santa Catarina;1997.86;19.98
"100615";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;Vidais;2097.27;20.97
"100617";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;"União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório";3168.87;31.69
"100618";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;2750.93;27.51
"100619";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Caldas da Rainha;União das freguesias de Tornada e Salir do Porto;2952.75;29.53
"100703";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Castanheira de Pêra;União das freguesias de Castanheira de Pêra e Coentral;6677.45;66.77
"100801";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Figueiró dos Vinhos;Aguda;3966.77;39.67
"100802";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Figueiró dos Vinhos;Arega;2864.1;28.64
"100803";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Figueiró dos Vinhos;Campelo;5164.05;51.64
"100806";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Figueiró dos Vinhos;União das freguesias de Figueiró dos Vinhos e Bairradas;5349.07;53.49
"100901";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Amor;2348.41;23.48
"100902";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Arrabal;2008.5;20.09
"100907";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Caranguejeira;3098.97;30.99
"100909";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Coimbrão;5219.38;52.19
"100913";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Maceira;4702.7;47.03
"100915";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Milagres;1735.45;17.35
"100921";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Regueira de Pontes;1154.65;11.55
"100925";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Bajouca;1227.34;12.27
"100926";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Bidoeira de Cima;1561.44;15.61
"100932";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;União das freguesias de Colmeias e Memória;4656.74;46.57
"100933";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;"União das freguesias de Leiria, Pousos, Barreira e Cortes";5226.45;52.26
"100934";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;União das freguesias de Marrazes e Barosa;3280.23;32.8
"100935";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;União das freguesias de Monte Real e Carvide;2603.13;26.03
"100937";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;União das freguesias de Parceiros e Azoia;2298.64;22.99
"100938";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;União das freguesias de Santa Catarina da Serra e Chainça;4119.66;41.2
"100939";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;União das freguesias de Santa Eufémia e Boa Vista;1954.78;19.55
"100941";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Carreira;553.66;5.54
"100942";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Monte Redondo;4537.45;45.37
"100943";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Ortigosa;1286.56;12.87
"100944";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Leiria;Souto da Carpalhosa;2934.74;29.35
"101001";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Marinha Grande;Marinha Grande;13583.45;135.83
"101002";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Marinha Grande;Vieira de Leiria;4300.9;43.01
"101003";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Marinha Grande;Moita;840.84;8.41
"101101";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Nazaré;Famalicão;2171.5;21.72
"101102";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Nazaré;Nazaré;4220.46;42.2
"101103";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Nazaré;Valado dos Frades;1851.47;18.51
"101201";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;A dos Negros;1749.38;17.49
"101202";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;Amoreira;1990.66;19.91
"101203";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;Olho Marinho;1811.81;18.12
"101207";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;Vau;3189.2;31.89
"101208";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;Gaeiras;1031.28;10.31
"101209";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;Usseira;724.04;7.24
"101210";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Óbidos;"Santa Maria, São Pedro e Sobral da Lagoa";3659.07;36.59
"101301";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pedrógão Grande;Graça;3143.68;31.44
"101302";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pedrógão Grande;Pedrógão Grande;8025.27;80.25
"101303";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pedrógão Grande;Vila Facaia;1705.8;17.06
"101402";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Peniche;Atouguia da Baleia;4691.65;46.92
"101405";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Peniche;Serra d'El-Rei;892.46;8.92
"101406";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Peniche;Ferrel;1390.02;13.9
"101407";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Leiria;Peniche;Peniche;780.85;7.81
"101501";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Abiul;5414.45;54.14
"101503";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Almagreira;4261.1;42.61
"101504";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Carnide;2231.26;22.31
"101505";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Carriço;8305.15;83.05
"101506";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Louriçal;4766.18;47.66
"101508";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Pelariga;2634.58;26.35
"101509";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Pombal;9397.59;93.98
"101510";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Redinha;4138.51;41.39
"101513";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Vermoil;2280.25;22.8
"101514";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Vila Cã;3156.92;31.57
"101515";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Meirinhas;888.78;8.89
"101520";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Albergaria dos Doze;2304.97;23.05
"101521";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Guia;3732.24;37.32
"101522";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Ilha;1602.55;16.03
"101523";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Mata Mourisca;2702.26;27.02
"101524";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;Santiago de Litém;3176.25;31.76
"101525";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Pombal;São Simão de Litém;1607.24;16.07
"101602";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Alqueidão da Serra;2210.31;22.1
"101605";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Calvaria de Cima;1071.54;10.72
"101606";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Juncal;2663.56;26.64
"101608";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Mira de Aire;1562.3;15.62
"101609";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Pedreiras;1322.31;13.22
"101610";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;São Bento;4130.01;41.3
"101613";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Serro Ventoso;3209.77;32.1
"101614";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;2818.98;28.19
"101615";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;União das freguesias de Alvados e Alcaria;3330.61;33.31
"101616";Continente;"1";Centro;"19";Região de Leiria;"193";Leiria;Porto de Mós;União das freguesias de Arrimal e Mendiga;3864;38.64
"110106";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;Carnota;1808.6;18.09
"110107";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;Meca;1412.49;14.12
"110108";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;Olhalvo;829.56;8.3
"110109";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;Ota;4631.89;46.32
"110113";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;Ventosa;2220.61;22.21
"110114";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;Vila Verde dos Francos;2813.37;28.13
"110117";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;União das freguesias de Abrigada e Cabanas de Torres;4615.03;46.15
"110118";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;2795.82;27.96
"110119";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;União das freguesias de Alenquer (Santo Estêvão e Triana);5008.1;50.08
"110120";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;União das freguesias de Carregado e Cadafais;2451.98;24.52
"110121";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Alenquer;União das freguesias de Ribafria e Pereiro de Palhacana;1834.47;18.34
"110201";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Arruda dos Vinhos;Arranhó;2147.48;21.47
"110202";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;3437.87;34.38
"110203";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Arruda dos Vinhos;Cardosas;601.28;6.01
"110204";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Arruda dos Vinhos;S. Tiago dos Velhos;1609.31;16.09
"110301";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;Alcoentre;4705.33;47.05
"110302";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;Aveiras de Baixo;1889.59;18.9
"110303";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;Aveiras de Cima;2615.57;26.16
"110304";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;Azambuja;8110.97;81.11
"110306";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;Vale do Paraíso;673.32;6.73
"110307";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;Vila Nova da Rainha;2489.68;24.9
"110310";Continente;"1";Oeste e Vale do Tejo;1D;Lezíria do Tejo;"1D3";Lisboa;Azambuja;"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa";5781.19;57.81
"110401";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;Alguber;1926.16;19.26
"110407";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;Peral;1646.21;16.46
"110409";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;Vermelha;1198.7;11.99
"110410";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;Vilar;1692.68;16.93
"110411";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;União das freguesias do Cadaval e Pêro Moniz;3842.63;38.43
"110412";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;União das freguesias de Lamas e Cercal;5796.11;57.96
"110413";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Cadaval;União das freguesias de Painho e Figueiros;1386.8;13.87
"110501";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Cascais;Alcabideche;3976.74;39.77
"110506";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Cascais;São Domingos de Rana;2036.43;20.36
"110507";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Cascais;União das freguesias de Carcavelos e Parede;810.99;8.11
"110508";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Cascais;União das freguesias de Cascais e Estoril;2916.01;29.16
"110601";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Ajuda;287.66;2.88
"110602";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Alcântara;507.48;5.07
"110607";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Beato;248.38;2.48
"110608";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Benfica;802.49;8.02
"110610";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Campolide;277.43;2.77
"110611";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Carnide;368.91;3.69
"110618";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Lumiar;657.49;6.57
"110621";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Marvila;712.24;7.12
"110633";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Olivais;808.8;8.09
"110639";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;São Domingos de Benfica;429.43;4.29
"110654";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Alvalade;534.17;5.34
"110655";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Areeiro;171.89;1.72
"110656";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Arroios;212.78;2.13
"110657";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Avenidas Novas;299.45;2.99
"110658";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Belém;1042.76;10.43
"110659";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Campo de Ourique;165.14;1.65
"110660";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Estrela;460.4;4.6
"110661";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Misericórdia;219.22;2.19
"110662";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Parque das Nações;543.5;5.44
"110663";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Penha de França;271.07;2.71
"110664";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Santa Clara;335.55;3.36
"110665";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Santa Maria Maior;301.16;3.01
"110666";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;Santo António;149.43;1.49
"110667";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Lisboa;São Vicente;198.58;1.99
"110702";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;Bucelas;3396.9;33.97
"110705";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;Fanhões;1162.91;11.63
"110707";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;Loures;3281.5;32.82
"110708";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;Lousa;1652.21;16.52
"110726";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;União das freguesias de Moscavide e Portela;165.63;1.66
"110727";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;União das freguesias de Sacavém e Prior Velho;388.55;3.89
"110728";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela";1759.19;17.59
"110729";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;União das freguesias de Santo Antão e São Julião do Tojal;2840.8;28.41
"110730";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;União das freguesias de Santo António dos Cavaleiros e Frielas;919.71;9.2
"110731";Continente;"1";Grande Lisboa;1A;Grande Lisboa;1A0;Lisboa;Loures;"União das freguesias de Camarate, Unhos e Apelação";1156.59;11.57
"110803";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Lourinhã;Moita dos Ferreiros;2482.58;24.83
"110805";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Lourinhã;Reguengo Grande;1559.12;15.59
"110806";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Lourinhã;Santa Bárbara;752.16;7.52
"110808";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Lourinhã;Vimeiro;707.78;7.08
"110810";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Lourinhã;Ribamar;611.01;6.11
"110813";Continente;"1";Oeste e Vale do Tejo;1D;Oeste;"1D1";Lisboa;Lourinhã;União das freguesias de Miragaia e Marteleira;1946.91;19.47
