dtmnfr;nuts1_dsg;nuts1_cod;nuts2_dsg;nuts2_cod;nuts3_dsg;nuts3_cod;distrito_ilha_dsg;município_dsg;freguesia_dsg;area_ha;area_km2
"040502";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Amendoeira;1572.19;15.72
"040503";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Arcas;2301.53;23.02
"040507";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Carrapatas;650.78;6.51
"040509";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Chacim;1942.93;19.43
"040510";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Cortiços;2425.16;24.25
"040511";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Corujas;990.71;9.91
"040514";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Ferreira;1964.46;19.64
"040515";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Grijó;890.59;8.91
"040516";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Lagoa;3511.4;35.11
"040517";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Lamalonga;1697.29;16.97
"040518";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Lamas;778.96;7.79
"040519";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Lombo;1440.33;14.4
"040520";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;1491.13;14.91
"040521";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Morais;5216.27;52.16
"040523";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Olmos;1870.31;18.7
"040524";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Peredo;2207.76;22.08
"040526";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Salselas;3631.04;36.31
"040528";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Sezulfe;1521.85;15.22
"040530";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Talhas;4380.03;43.8
"040532";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Vale Benfeito;1513.56;15.14
"040533";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Vale da Porca;1742.73;17.43
"040534";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Vale de Prados;1036.75;10.37
"040536";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Vilarinho de Agrochão;1385.26;13.85
"040538";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;Vinhas;3301.94;33.02
"040539";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;União das freguesias de Ala e Vilarinho do Monte;4077.02;40.77
"040540";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;União das freguesias de Bornes e Burga;2604.52;26.05
"040541";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;União das freguesias de Castelãos e Vilar do Monte;1883.84;18.84
"040542";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;"União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco";6413;64.13
"040543";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;União das freguesias de Podence e Santa Combinha;1945.5;19.46
"040544";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Macedo de Cavaleiros;União das freguesias de Talhinhas e Bagueixe;3525.24;35.25
"040604";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Duas Igrejas;4989.57;49.9
"040605";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Genísio;2946.79;29.47
"040607";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Malhadas;2767.39;27.67
"040608";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Miranda do Douro;3552.46;35.52
"040609";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Palaçoulo;4237.13;42.37
"040611";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Picote;1943.37;19.43
"040612";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Póvoa;2253.78;22.54
"040613";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;São Martinho de Angueira;3677.12;36.77
"040616";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;Vila Chã de Braciosa;4293.72;42.94
"040618";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;União das freguesias de Constantim e Cicouro;3633.01;36.33
"040619";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;União das freguesias de Ifanes e Paradela;4469.88;44.7
"040620";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;União das freguesias de Sendim e Atenor;5892.93;58.93
"040621";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Miranda do Douro;União das freguesias de Silva e Águas Vivas;4061.16;40.61
"040701";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Abambres;1881.6;18.82
"040702";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Abreiro;2402.8;24.03
"040703";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Aguieiras;1472.25;14.72
"040704";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Alvites;1780.89;17.81
"040708";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Bouça;1298.99;12.99
"040709";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Cabanelas;1865.65;18.66
"040710";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Caravelas;1256.57;12.57
"040711";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Carvalhais;2203.86;22.04
"040712";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Cedães;2543.96;25.44
"040713";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Cobro;1231.29;12.31
"040714";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Fradizela;1277.26;12.77
"040716";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Frechas;1854.17;18.54
"040718";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Lamas de Orelhão;1922.18;19.22
"040720";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Mascarenhas;2813.85;28.14
"040721";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Mirandela;3244.94;32.45
"040722";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Múrias;2255.13;22.55
"040724";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Passos;1838.7;18.39
"040727";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;São Pedro Velho;2362.61;23.63
"040728";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;São Salvador;1421.3;14.21
"040729";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Suçães;3620.5;36.21
"040730";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Torre de Dona Chama;2768.4;27.68
"040731";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Vale de Asnes;2141.72;21.42
"040732";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Vale de Gouvinhas;1714.02;17.14
"040733";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Vale de Salgueiro;1516.76;15.17
"040734";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;Vale de Telhas;1516.8;15.17
"040738";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;União das freguesias de Avantos e Romeu;2741.39;27.41
"040739";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;"União das freguesias de Avidagos, Navalho e Pereira";3316.49;33.16
"040740";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;"União das freguesias de Barcel, Marmelos e Valverde da Gestosa";4874.49;48.74
"040741";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;União das freguesias de Franco e Vila Boa;2633.91;26.34
"040742";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mirandela;União das freguesias de Freixeda e Vila Verde;2123.2;21.23
"040801";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Azinhoso;3080.21;30.8
"040802";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Bemposta;3791.91;37.92
"040803";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Bruçó;3238.07;32.38
"040804";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Brunhoso;2081.17;20.81
"040807";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Castelo Branco;5431.1;54.31
"040808";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Castro Vicente;3478.65;34.79
"040809";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Meirinhos;5340.16;53.4
"040811";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Paradela;2053.29;20.53
"040812";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Penas Roias;3327.96;33.28
"040813";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Peredo da Bemposta;1815.89;18.16
"040815";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Saldanha;2590.18;25.9
"040817";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;São Martinho do Peso;5219.15;52.19
"040819";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Tó;2368.47;23.68
"040820";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Travanca;2105.67;21.06
"040821";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Urrós;3193.99;31.94
"040822";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Vale da Madre;1156.54;11.57
"040826";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;Vila de Ala;2672.55;26.73
"040829";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;"União das freguesias de Brunhozinho, Castanheira e Sanhoane";4276.3;42.76
"040830";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;"União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei";10321.58;103.22
"040831";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;União das freguesias de Remondes e Soutelo;3648.46;36.48
"040832";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Mogadouro;União das freguesias de Vilarinho dos Galegos e Ventozelo;4873.61;48.74
"040901";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Açoreira;2398.03;23.98
"040903";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Cabeça Boa;2637.19;26.37
"040905";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Carviçais;6299.95;63
"040906";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Castedo;1793.62;17.94
"040909";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Horta da Vilariça;1642.15;16.42
"040910";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Larinho;2948.61;29.49
"040911";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Lousa;3393.74;33.94
"040913";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Mós;5912.59;59.13
"040916";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;Torre de Moncorvo;3608.36;36.08
"040918";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;União das freguesias de Adeganha e Cardanha;6445.79;64.46
"040919";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;União das freguesias de Felgar e Souto da Velha;4693.19;46.93
"040920";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;União das freguesias de Felgueiras e Maçores;3892.99;38.93
"040921";Continente;"1";Norte;"11";Douro;11D;Bragança;Torre de Moncorvo;União das freguesias de Urros e Peredo dos Castelhanos;7489.47;74.89
"041002";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Benlhevai;1135.11;11.35
"041005";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Freixiel;3473.78;34.74
"041009";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Roios;1530.27;15.3
"041010";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Samões;1347.74;13.48
"041011";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Sampaio;862.18;8.62
"041012";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Santa Comba de Vilariça;1218.61;12.19
"041013";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Seixo de Manhoses;974.9;9.75
"041014";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Trindade;1498.19;14.98
"041015";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;Vale Frechoso;1930.12;19.3
"041020";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;União das freguesias de Assares e Lodões;1426.48;14.26
"041021";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;União das freguesias de Candoso e Carvalho de Egas;1003.54;10.04
"041022";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;União das freguesias de Valtorno e Mourão;1858.13;18.58
"041023";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;União das freguesias de Vila Flor e Nabo;4025.72;40.26
"041024";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vila Flor;União das freguesias de Vilas Boas e Vilarinho das Azenhas;4296.38;42.96
"041103";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Argozelo;2952.67;29.53
"041107";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Carção;2733.87;27.34
"041108";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Matela;4452.31;44.52
"041109";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Pinelo;3299.44;32.99
"041110";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Santulhão;4937.74;49.38
"041113";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Vilar Seco;2341.58;23.42
"041114";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;Vimioso;5534.31;55.34
"041115";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;"União das freguesias de Algoso, Campo de Víboras e Uva";9653.17;96.53
"041116";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;União das freguesias de Caçarelhos e Angueira;5315.58;53.16
"041117";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vimioso;União das freguesias de Vale de Frades e Avelanoso;6937.85;69.38
"041201";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Agrochão;1748.52;17.49
"041203";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Candedo;2143.9;21.44
"041204";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Celas;3788.38;37.88
"041206";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Edral;2616.24;26.16
"041207";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Edrosa;2181.13;21.81
"041208";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Ervedosa;3015.38;30.15
"041215";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Paçó;1666.81;16.67
"041216";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Penhas Juntas;2635.33;26.35
"041219";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Rebordelo;2106.55;21.07
"041221";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Santalha;2903.54;29.04
"041226";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Tuizelo;3135.3;31.35
"041227";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vale das Fontes;1776.12;17.76
"041229";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vila Boa de Ousilhão;827.85;8.28
"041230";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vila Verde;1488.45;14.88
"041232";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vilar de Ossos;1770.19;17.7
"041233";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vilar de Peregrinos;1599.3;15.99
"041234";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vilar Seco de Lomba;2232.27;22.32
"041235";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;Vinhais;3201.33;32.01
"041236";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Curopos e Vale de Janeiro;3620.44;36.2
"041237";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Moimenta e Montouto;4335.22;43.35
"041238";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Nunes e Ousilhão;2149.48;21.49
"041239";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Quirás e Pinheiro Novo;5919;59.19
"041240";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Sobreiro de Baixo e Alvaredos;2678.76;26.79
"041241";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;"União das freguesias de Soeira, Fresulfe e Mofreita";4667.21;46.67
"041242";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Travanca e Santa Cruz;2320.17;23.2
"041243";Continente;"1";Norte;"11";Terras de Trás-os-Montes;11E;Bragança;Vinhais;União das freguesias de Vilar de Lomba e São Jomil;2948.21;29.48
"050102";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Belmonte;Caria;3902.81;39.03
"050104";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Belmonte;Inguias;2320.49;23.2
"050105";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Belmonte;Maçainhas;1820.65;18.21
"050107";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Belmonte;Belmonte;3090.5;30.91
"050108";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Belmonte;Colmeal da Torre;741.46;7.41
"050201";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Alcains;3694.47;36.94
"050202";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Almaceda;7219.27;72.19
"050203";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Benquerenças;6103.14;61.03
"050205";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Castelo Branco;17026.24;170.26
"050211";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Lardosa;4447.14;44.47
"050212";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Louriçal do Campo;2230.56;22.31
"050214";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Malpica do Tejo;24602.22;246.02
"050216";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Monforte da Beira;12035.46;120.35
"050220";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Salgueiro do Campo;3033.86;30.34
"050221";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Santo André das Tojeiras;7487.41;74.87
"050222";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;São Vicente da Beira;10000.26;100
"050223";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Sarzedas;17204.9;172.05
"050225";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Tinalhas;1619.49;16.19
"050226";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;União das freguesias de Cebolais de Cima e Retaxo;2512.61;25.13
"050229";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;União das freguesias de Freixial e Juncal do Campo;4066.76;40.67
"050231";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;União das freguesias de Póvoa de Rio de Moinhos e Cafede;4107.25;41.07
"050232";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Escalos de Baixo;4609.41;46.09
"050233";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Escalos de Cima;1541.16;15.41
"050234";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Lousa;3582.39;35.82
"050235";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Mata;2398.24;23.98
"050236";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Ninho do Açor;1179.89;11.8
"050237";Continente;"1";Centro;"19";Beira Baixa;"195";Castelo Branco;Castelo Branco;Sobral do Campo;3117.03;31.17
"050302";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Aldeia de São Francisco de Assis;1607.84;16.08
"050305";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Boidobra;1626;16.26
"050308";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Cortes do Meio;4740.23;47.4
"050309";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Dominguizo;494.9;4.95
"050310";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Erada;4339.52;43.4
"050311";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Ferro;3075.91;30.76
"050312";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Orjais;1889.78;18.9
"050314";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Paul;2399.21;23.99
"050315";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Peraboa;2720.12;27.2
"050318";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;São Jorge da Beira;2305.08;23.05
"050322";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Sobral de São Miguel;2393.52;23.94
"050324";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Tortosendo;1775.06;17.75
"050325";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Unhais da Serra;2993.08;29.93
"050327";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Verdelhos;3649.26;36.49
"050335";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;União das freguesias de Covilhã e Canhoso;2594.95;25.95
"050337";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;União das freguesias de Teixoso e Sarzedo;4669.33;46.69
"050338";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;União das freguesias de Vale Formoso e Aldeia do Souto;1890.02;18.9
"050339";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Barco;1406.63;14.07
"050340";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Cantar-Galo;587.11;5.87
"050341";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Casegas;4115.45;41.15
"050342";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Coutada;995.92;9.96
"050343";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Ourondo;709.21;7.09
"050344";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Peso;1077.16;10.77
"050345";Continente;"1";Centro;"19";Beiras e Serra da Estrela;"196";Castelo Branco;Covilhã;Vales do Rio;511.81;5.12
